system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water,QA_snow
0,0.4301,-36.535301665021024,-6.842448011902168,goodQA,highest,low,no,land,no
1,0.4258,-36.52624394562914,-6.842448011902168,goodQA,lower,low,yes,land,no
2,0.3357,-36.49001306806159,-6.842448011902168,goodQA,highest,low,no,land,no
3,0.2808,-36.52693235924388,-6.851441217824767,regularQA,decreasing1,intermediate,yes,land,no
4,0.3724,-36.51787446914029,-6.851441217824767,goodQA,highest,low,no,land,no
5,0.3602,-36.5088165790367,-6.851441217824767,goodQA,highest,low,no,land,no
6,0.3547,-36.499758688933106,-6.851441217824767,goodQA,highest,low,no,land,no
7,0.3338,-36.490700798829515,-6.851441217824767,goodQA,highest,low,no,land,no
8,0.2993,-36.48164290872593,-6.851441217824767,goodQA,lower,low,yes,land,no
9,0.2941,-36.47258501862233,-6.851441217824767,goodQA,highest,low,no,land,no
10,0.3319,-36.46352712851874,-6.851441217824767,goodQA,highest,low,no,land,no
11,0.3375,-36.45446923841515,-6.851441217824767,goodQA,decreasing1,low,no,land,no
12,0.2943,-36.445411348311566,-6.851441217824767,goodQA,decreasing2,low,yes,land,no
13,0.2963,-36.43635345820797,-6.851441217824767,regularQA,decreasing1,intermediate,yes,land,no
14,0.2652,-36.427295568104384,-6.851441217824767,regularQA,decreasing1,intermediate,yes,land,no
15,0.2313,-36.418237678000786,-6.851441217824767,goodQA,lower,low,yes,land,no
16,0.2444,-36.40012189779361,-6.851441217824767,goodQA,highest,low,no,land,no
17,0.2248,-36.39106400769002,-6.851441217824767,goodQA,highest,low,no,land,no
18,0.4128,-36.51856363770306,-6.860434423747364,goodQA,highest,low,no,land,no
19,0.367,-36.509505576658164,-6.860434423747364,goodQA,highest,low,no,land,no
20,0.3533,-36.500447515613274,-6.860434423747364,goodQA,highest,low,no,land,no
21,0.3007,-36.49138945456837,-6.860434423747364,goodQA,highest,low,no,land,no
22,0.3736,-36.48233139352348,-6.860434423747364,goodQA,lower,low,yes,land,no
23,0.3285,-36.47327333247859,-6.860434423747364,goodQA,highest,low,no,land,no
24,0.3339,-36.46421527143369,-6.860434423747364,goodQA,highest,low,no,land,no
25,0.3088,-36.4551572103888,-6.860434423747364,goodQA,decreasing1,low,no,land,no
26,0.2606,-36.4460991493439,-6.860434423747364,goodQA,highest,low,no,land,no
27,0.2573,-36.437041088299,-6.860434423747364,goodQA,highest,low,no,land,no
28,0.25,-36.42798302725411,-6.860434423747364,goodQA,highest,low,no,land,no
29,0.2296,-36.41892496620921,-6.860434423747364,goodQA,highest,low,no,land,no
30,0.2487,-36.409866905164314,-6.860434423747364,goodQA,highest,low,no,land,no
31,0.1699,-36.400808844119425,-6.860434423747364,regularQA,lower,intermediate,no,land,no
32,0.2123,-36.39175078307453,-6.860434423747364,goodQA,highest,low,no,land,no
33,0.3994,-36.51925373201195,-6.8694276296699615,goodQA,highest,low,no,land,no
34,0.3815,-36.510195499796126,-6.8694276296699615,goodQA,highest,low,no,land,no
35,0.4029,-36.5011372675803,-6.8694276296699615,goodQA,highest,low,no,land,no
36,0.3091,-36.492079035364476,-6.8694276296699615,regularQA,lower,intermediate,no,land,no
37,0.3426,-36.48302080314866,-6.8694276296699615,regularQA,lower,intermediate,no,land,no
38,0.3758,-36.473962570932834,-6.8694276296699615,goodQA,highest,low,no,land,no
39,0.3904,-36.46490433871701,-6.8694276296699615,regularQA,lower,intermediate,no,land,no
40,0.2567,-36.45584610650119,-6.8694276296699615,goodQA,highest,low,no,land,no
41,0.2644,-36.44678787428537,-6.8694276296699615,goodQA,highest,low,no,land,no
42,0.2712,-36.43772964206955,-6.8694276296699615,goodQA,highest,low,no,land,no
43,0.271,-36.42867140985372,-6.8694276296699615,goodQA,highest,low,no,land,no
